booking_id,booking_date,checkin_date,channel_id,Channel Name,rate_code,gross_revenue,Commission Rate,commission_amount,net_revenue,booking_status
154,1/10/2025,4/10/2025,4,#REF!,RACK,0.00,#REF!,29.65,0.00,cancelled
155,18/12/2025,20/12/2025,4,#REF!,CORP,"3,456.60",#REF!,0.00,832.92,confirmed
156,14/11/2025,16/11/2025,1,#REF!,PROMO20,"5,258.50",#REF!,0.00,"4,110.91",confirmed
157,9/11/2025,14/11/2025,2,#REF!,RACK,"3,550.00",#REF!,699.64,"2,372.46",confirmed
158,27/10/2025,1/11/2025,2,#REF!,FLASH,"5,553.00",#REF!,573.22,"3,660.50",confirmed
159,26/12/2025,28/12/2025,4,#REF!,FLASH,0.00,#REF!,50.55,21.45,cancelled
160,23/10/2025,24/10/2025,3,#REF!,PROMO20,"5,067.90",#REF!,413.43,"3,502.30",confirmed
161,28/10/2025,31/10/2025,2,#REF!,CORP,"3,489.30",#REF!,2.16,"3,064.27",confirmed
162,20/12/2025,25/12/2025,1,#REF!,RACK,"3,887.00",#REF!,5.45,"2,008.99",confirmed
163,22/11/2025,25/11/2025,2,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
164,25/10/2025,29/10/2025,2,#REF!,CORP,"3,661.70",#REF!,27.10,"5,320.84",confirmed
165,10/10/2025,14/10/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
166,23/11/2025,24/11/2025,4,#REF!,PROMO20,0.00,#REF!,29.29,0.00,cancelled
167,9/10/2025,10/10/2025,4,#REF!,PROMO20,"3,385.20",#REF!,"1,044.39","1,932.69",confirmed
168,24/10/2025,27/10/2025,2,#REF!,RACK,"4,752.90",#REF!,"2,397.77","4,535.30",confirmed
169,6/12/2025,8/12/2025,2,#REF!,FLASH,0.00,#REF!,8.33,0.00,cancelled
170,18/11/2025,23/11/2025,4,#REF!,FLASH,"7,376.20",#REF!,"4,999.31","3,701.74",confirmed
171,25/10/2025,28/10/2025,1,#REF!,CORP,0.00,#REF!,0.00,8.94,cancelled
172,5/11/2025,7/11/2025,2,#REF!,CORP,0.00,#REF!,31.84,0.00,cancelled
173,25/11/2025,28/11/2025,2,#REF!,FLASH,"5,066.10",#REF!,657.94,"3,020.24",confirmed
174,5/12/2025,9/12/2025,1,#REF!,FLASH,0.00,#REF!,0.00,0.00,cancelled
175,21/11/2025,25/11/2025,2,#REF!,PROMO20,0.00,#REF!,77.16,0.00,cancelled
176,27/12/2025,1/1/2026,1,#REF!,RACK,"6,321.90",#REF!,0.00,"4,587.10",confirmed
177,25/11/2025,26/11/2025,4,#REF!,PROMO20,"5,003.70",#REF!,"2,148.66","2,338.11",confirmed
178,11/10/2025,12/10/2025,1,#REF!,PROMO20,"4,617.00",#REF!,0.00,"7,267.15",confirmed
179,12/10/2025,14/10/2025,3,#REF!,FLASH,"6,312.80",#REF!,636.31,"1,976.16",confirmed
180,7/10/2025,10/10/2025,2,#REF!,CORP,"5,087.70",#REF!,0.00,"2,851.14",confirmed
181,2/11/2025,4/11/2025,4,#REF!,CORP,"6,167.20",#REF!,11.41,964.90,confirmed
182,24/11/2025,27/11/2025,1,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
183,27/11/2025,29/11/2025,2,#REF!,CORP,"6,221.80",#REF!,38.02,"3,856.27",confirmed
184,26/12/2025,28/12/2025,4,#REF!,FLASH,0.00,#REF!,0.00,110.60,cancelled
185,4/11/2025,6/11/2025,1,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
186,24/11/2025,26/11/2025,4,#REF!,PROMO20,"3,523.00",#REF!,"1,943.91","2,127.20",confirmed
187,12/12/2025,13/12/2025,3,#REF!,RACK,0.00,#REF!,23.07,110.34,cancelled
188,20/12/2025,21/12/2025,2,#REF!,PROMO20,0.00,#REF!,38.17,0.00,cancelled
189,15/12/2025,20/12/2025,1,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
190,15/12/2025,18/12/2025,1,#REF!,RACK,"4,490.10",#REF!,0.00,"2,338.84",confirmed
191,25/10/2025,27/10/2025,2,#REF!,PROMO10,"6,882.20",#REF!,942.42,"2,123.19",confirmed
192,22/10/2025,25/10/2025,3,#REF!,PROMO20,"4,185.00",#REF!,"2,106.49","1,741.81",confirmed
193,16/11/2025,19/11/2025,4,#REF!,PROMO20,0.00,#REF!,28.75,0.00,cancelled
194,31/10/2025,3/11/2025,4,#REF!,CORP,"3,091.20",#REF!,4.58,"2,269.67",confirmed
195,15/10/2025,19/10/2025,2,#REF!,PROMO20,"4,602.60",#REF!,894.75,"2,030.71",confirmed
196,13/10/2025,15/10/2025,1,#REF!,CORP,0.00,#REF!,0.00,11.50,cancelled
197,8/12/2025,13/12/2025,1,#REF!,PROMO20,0.00,#REF!,0.00,182.81,cancelled
198,18/11/2025,19/11/2025,1,#REF!,RACK,0.00,#REF!,20.89,0.00,cancelled
199,5/12/2025,8/12/2025,4,#REF!,RACK,0.00,#REF!,1.75,31.43,cancelled
200,23/11/2025,24/11/2025,4,#REF!,CORP,"5,093.00",#REF!,0.00,"3,924.99",confirmed
201,4/12/2025,9/12/2025,3,#REF!,PROMO20,0.00,#REF!,61.22,0.00,cancelled
202,19/12/2025,23/12/2025,1,#REF!,CORP,0.00,#REF!,65.63,167.57,cancelled
203,23/11/2025,27/11/2025,2,#REF!,PROMO20,"4,786.00",#REF!,910.16,"3,102.12",confirmed
204,5/11/2025,10/11/2025,1,#REF!,PROMO10,"3,276.90",#REF!,19.13,"1,977.36",confirmed
205,8/11/2025,10/11/2025,2,#REF!,PROMO20,0.00,#REF!,53.58,53.89,cancelled
206,18/10/2025,20/10/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
207,29/12/2025,30/12/2025,1,#REF!,RACK,0.00,#REF!,24.11,89.14,cancelled
208,30/11/2025,5/12/2025,2,#REF!,FLASH,0.00,#REF!,43.59,34.94,cancelled
209,20/10/2025,22/10/2025,2,#REF!,CORP,"2,955.40",#REF!,0.00,"4,223.78",confirmed
210,12/10/2025,14/10/2025,1,#REF!,PROMO10,"4,753.80",#REF!,54.30,"2,626.61",confirmed
211,24/12/2025,27/12/2025,1,#REF!,CORP,0.00,#REF!,12.09,0.00,cancelled
212,21/11/2025,23/11/2025,3,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
213,28/10/2025,30/10/2025,1,#REF!,CORP,"2,690.10",#REF!,0.00,"1,922.79",confirmed
214,26/10/2025,28/10/2025,4,#REF!,PROMO10,0.00,#REF!,9.27,0.00,cancelled
215,8/10/2025,13/10/2025,1,#REF!,PROMO20,0.00,#REF!,53.65,102.94,cancelled
216,20/12/2025,22/12/2025,2,#REF!,PROMO10,0.00,#REF!,0.00,76.18,cancelled
217,9/11/2025,13/11/2025,3,#REF!,RACK,0.00,#REF!,42.83,0.00,cancelled
218,17/11/2025,18/11/2025,1,#REF!,FLASH,0.00,#REF!,0.00,69.44,cancelled
219,25/10/2025,29/10/2025,2,#REF!,FLASH,0.00,#REF!,0.00,0.00,cancelled
220,4/10/2025,7/10/2025,2,#REF!,PROMO10,"5,223.40",#REF!,771.07,"2,616.70",confirmed
1,29/10/2025,3/11/2025,1,#REF!,RACK,"5,860.00",#REF!,0.00,"5,910.33",confirmed
2,12/10/2025,13/10/2025,2,#REF!,FLASH,"4,443.30",#REF!,892.70,"3,952.79",confirmed
3,31/10/2025,2/11/2025,4,#REF!,PROMO20,"2,610.30",#REF!,"2,048.39","2,408.12",confirmed
4,28/11/2025,2/12/2025,3,#REF!,PROMO20,0.00,#REF!,57.02,79.64,cancelled
5,12/10/2025,14/10/2025,3,#REF!,RACK,"6,683.30",#REF!,577.55,"3,448.47",confirmed
6,6/10/2025,10/10/2025,1,#REF!,FLASH,"4,107.00",#REF!,0.00,"1,998.72",confirmed
7,9/11/2025,13/11/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,34.24,cancelled
8,21/11/2025,23/11/2025,4,#REF!,CORP,"4,823.10",#REF!,16.33,"2,828.78",confirmed
9,15/12/2025,16/12/2025,1,#REF!,FLASH,"3,510.90",#REF!,0.00,"5,324.36",confirmed
10,22/12/2025,23/12/2025,2,#REF!,PROMO10,0.00,#REF!,6.23,0.00,cancelled
11,1/12/2025,3/12/2025,1,#REF!,PROMO20,0.00,#REF!,18.28,1.17,cancelled
12,1/11/2025,4/11/2025,2,#REF!,FLASH,"3,945.90",#REF!,"1,029.44","3,630.54",confirmed
13,16/10/2025,20/10/2025,1,#REF!,FLASH,"4,770.00",#REF!,65.65,"2,407.09",confirmed
14,23/12/2025,28/12/2025,1,#REF!,RACK,0.00,#REF!,21.14,0.00,cancelled
15,15/12/2025,17/12/2025,2,#REF!,PROMO10,"5,775.90",#REF!,"1,982.06","3,471.47",confirmed
16,26/12/2025,31/12/2025,1,#REF!,FLASH,0.00,#REF!,41.14,0.00,cancelled
17,6/12/2025,11/12/2025,4,#REF!,RACK,"4,363.00",#REF!,971.46,"1,741.02",confirmed
18,3/12/2025,8/12/2025,1,#REF!,PROMO20,"3,993.00",#REF!,0.00,"1,955.98",confirmed
19,11/10/2025,12/10/2025,2,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
20,14/11/2025,19/11/2025,2,#REF!,CORP,"3,996.90",#REF!,0.00,922.73,confirmed
21,12/11/2025,14/11/2025,3,#REF!,CORP,0.00,#REF!,0.00,10.97,cancelled
22,7/11/2025,10/11/2025,3,#REF!,PROMO20,0.00,#REF!,17.40,0.00,cancelled
23,23/10/2025,28/10/2025,4,#REF!,RACK,0.00,#REF!,0.00,29.52,cancelled
24,23/10/2025,26/10/2025,3,#REF!,PROMO10,"6,133.40",#REF!,"3,767.25","3,775.14",confirmed
25,19/10/2025,20/10/2025,4,#REF!,PROMO10,0.00,#REF!,64.70,185.64,cancelled
26,12/12/2025,17/12/2025,1,#REF!,RACK,0.00,#REF!,4.97,0.00,cancelled
27,23/12/2025,27/12/2025,3,#REF!,RACK,0.00,#REF!,0.00,57.62,cancelled
28,9/11/2025,14/11/2025,4,#REF!,PROMO10,"5,838.30",#REF!,"1,044.23","1,698.46",confirmed
29,17/12/2025,20/12/2025,1,#REF!,PROMO20,"4,694.30",#REF!,26.22,"3,652.10",confirmed
30,18/11/2025,23/11/2025,4,#REF!,PROMO20,0.00,#REF!,0.73,0.46,cancelled
31,22/11/2025,24/11/2025,2,#REF!,PROMO10,"4,094.00",#REF!,786.35,"3,230.28",confirmed
32,2/10/2025,7/10/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,291.89,cancelled
33,5/12/2025,10/12/2025,4,#REF!,PROMO20,"3,645.00",#REF!,"2,041.71","2,353.31",confirmed
34,10/10/2025,13/10/2025,4,#REF!,PROMO10,0.00,#REF!,0.00,0.00,cancelled
35,20/11/2025,24/11/2025,4,#REF!,CORP,"4,786.00",#REF!,0.00,"6,807.58",confirmed
36,19/10/2025,22/10/2025,2,#REF!,FLASH,"3,958.20",#REF!,434.92,"1,732.03",confirmed
37,9/12/2025,10/12/2025,2,#REF!,CORP,0.00,#REF!,27.23,21.11,cancelled
38,7/11/2025,8/11/2025,3,#REF!,CORP,"5,154.30",#REF!,33.58,"4,471.92",confirmed
39,17/10/2025,18/10/2025,2,#REF!,RACK,0.00,#REF!,0.00,28.81,cancelled
40,20/10/2025,24/10/2025,2,#REF!,CORP,"7,537.40",#REF!,0.00,"4,682.63",confirmed
41,4/12/2025,8/12/2025,3,#REF!,PROMO10,0.00,#REF!,48.40,173.59,cancelled
42,7/11/2025,11/11/2025,2,#REF!,FLASH,0.00,#REF!,0.00,0.00,cancelled
43,14/12/2025,19/12/2025,2,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
44,22/10/2025,23/10/2025,1,#REF!,PROMO10,0.00,#REF!,42.06,17.97,cancelled
45,7/11/2025,12/11/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,22.73,cancelled
46,14/10/2025,18/10/2025,1,#REF!,PROMO20,"4,923.00",#REF!,0.00,"4,339.41",confirmed
47,10/10/2025,12/10/2025,4,#REF!,FLASH,0.00,#REF!,15.17,7.81,cancelled
48,29/12/2025,3/1/2026,1,#REF!,RACK,"5,956.60",#REF!,13.12,"2,291.16",confirmed
49,26/12/2025,28/12/2025,2,#REF!,PROMO10,"3,747.10",#REF!,997.21,"2,383.66",confirmed
50,3/11/2025,6/11/2025,1,#REF!,CORP,0.00,#REF!,0.00,120.40,cancelled
51,9/10/2025,11/10/2025,4,#REF!,PROMO10,"5,236.40",#REF!,908.62,"3,044.24",confirmed
52,16/11/2025,19/11/2025,1,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
53,27/10/2025,31/10/2025,2,#REF!,PROMO20,0.00,#REF!,35.39,139.10,cancelled
54,8/12/2025,13/12/2025,3,#REF!,CORP,"5,107.50",#REF!,48.34,"4,493.52",confirmed
55,19/11/2025,24/11/2025,1,#REF!,PROMO20,0.00,#REF!,0.00,44.09,cancelled
56,16/10/2025,20/10/2025,4,#REF!,PROMO20,"4,897.00",#REF!,336.73,"5,374.78",confirmed
57,20/11/2025,24/11/2025,1,#REF!,PROMO20,"4,999.80",#REF!,27.01,"3,065.64",confirmed
58,18/12/2025,19/12/2025,2,#REF!,CORP,"4,702.00",#REF!,0.00,"2,441.03",confirmed
59,8/11/2025,10/11/2025,4,#REF!,FLASH,"3,612.00",#REF!,"1,192.27","3,487.32",confirmed
60,2/12/2025,6/12/2025,1,#REF!,CORP,0.00,#REF!,30.70,178.26,cancelled
61,10/11/2025,11/11/2025,4,#REF!,CORP,0.00,#REF!,1.91,214.81,cancelled
62,9/10/2025,12/10/2025,1,#REF!,RACK,0.00,#REF!,58.60,91.74,cancelled
63,29/10/2025,30/10/2025,4,#REF!,PROMO10,"5,702.00",#REF!,"1,249.44","2,064.95",confirmed
64,4/12/2025,8/12/2025,4,#REF!,RACK,"4,135.00",#REF!,948.70,"3,385.40",confirmed
65,29/12/2025,2/1/2026,1,#REF!,RACK,0.00,#REF!,6.38,0.00,cancelled
66,24/12/2025,28/12/2025,4,#REF!,PROMO20,0.00,#REF!,0.00,95.46,cancelled
67,22/11/2025,27/11/2025,2,#REF!,RACK,0.00,#REF!,54.14,33.18,cancelled
68,29/11/2025,2/12/2025,4,#REF!,CORP,0.00,#REF!,25.75,0.00,cancelled
69,24/10/2025,26/10/2025,1,#REF!,PROMO10,0.00,#REF!,21.20,0.00,cancelled
70,30/10/2025,3/11/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,125.44,cancelled
71,27/11/2025,29/11/2025,4,#REF!,PROMO20,"4,570.20",#REF!,"2,830.53","1,956.65",confirmed
72,9/10/2025,13/10/2025,1,#REF!,PROMO10,"3,385.80",#REF!,0.00,"1,853.61",confirmed
73,25/11/2025,26/11/2025,1,#REF!,PROMO20,"4,917.60",#REF!,20.18,"4,312.83",confirmed
74,20/12/2025,23/12/2025,2,#REF!,RACK,"4,830.80",#REF!,174.03,"3,117.17",confirmed
75,14/10/2025,18/10/2025,4,#REF!,PROMO10,0.00,#REF!,0.00,0.00,cancelled
76,17/11/2025,19/11/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,54.64,cancelled
77,22/11/2025,27/11/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
78,16/12/2025,19/12/2025,1,#REF!,PROMO20,"3,954.30",#REF!,64.63,"2,800.18",confirmed
79,17/12/2025,18/12/2025,1,#REF!,CORP,0.00,#REF!,60.60,16.87,cancelled
80,2/12/2025,5/12/2025,1,#REF!,PROMO20,"4,577.30",#REF!,34.92,"3,475.95",confirmed
81,14/11/2025,16/11/2025,1,#REF!,PROMO10,0.00,#REF!,0.00,71.14,cancelled
82,8/12/2025,10/12/2025,1,#REF!,CORP,0.00,#REF!,0.00,47.13,cancelled
83,23/10/2025,24/10/2025,3,#REF!,FLASH,0.00,#REF!,0.00,26.74,cancelled
84,25/12/2025,26/12/2025,4,#REF!,PROMO20,"3,759.00",#REF!,664.81,811.24,confirmed
85,4/10/2025,6/10/2025,1,#REF!,RACK,"7,620.60",#REF!,88.32,"2,860.07",confirmed
86,10/11/2025,12/11/2025,1,#REF!,RACK,0.00,#REF!,10.57,0.00,cancelled
87,20/12/2025,23/12/2025,2,#REF!,PROMO10,"4,602.00",#REF!,"2,070.89",757.82,confirmed
88,28/10/2025,2/11/2025,1,#REF!,PROMO10,0.00,#REF!,27.13,0.00,cancelled
89,26/12/2025,29/12/2025,1,#REF!,RACK,"4,063.00",#REF!,0.00,847.08,confirmed
90,8/12/2025,9/12/2025,3,#REF!,RACK,"7,286.50",#REF!,"1,099.50","2,047.30",confirmed
91,17/12/2025,19/12/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
92,13/11/2025,15/11/2025,2,#REF!,PROMO10,0.00,#REF!,7.87,105.24,cancelled
93,21/11/2025,25/11/2025,3,#REF!,PROMO20,0.00,#REF!,12.98,56.97,cancelled
94,25/10/2025,27/10/2025,4,#REF!,CORP,"4,537.00",#REF!,86.83,"2,341.16",confirmed
95,16/11/2025,18/11/2025,2,#REF!,RACK,"4,864.00",#REF!,"2,142.67","2,072.97",confirmed
96,6/10/2025,9/10/2025,1,#REF!,PROMO20,"3,443.30",#REF!,0.00,"6,811.73",confirmed
97,22/12/2025,24/12/2025,2,#REF!,RACK,"5,066.10",#REF!,0.00,"3,939.00",confirmed
98,28/11/2025,1/12/2025,4,#REF!,RACK,"5,010.00",#REF!,654.00,876.08,confirmed
99,10/12/2025,14/12/2025,1,#REF!,CORP,"3,596.40",#REF!,0.00,"3,288.84",confirmed
100,18/11/2025,23/11/2025,2,#REF!,PROMO10,"4,250.00",#REF!,"1,929.92","3,485.51",confirmed
101,29/10/2025,3/11/2025,1,#REF!,FLASH,"5,941.00",#REF!,0.00,"4,441.89",confirmed
102,23/12/2025,26/12/2025,2,#REF!,CORP,"5,639.40",#REF!,0.00,"4,495.45",confirmed
103,17/11/2025,22/11/2025,4,#REF!,FLASH,"6,019.00",#REF!,"1,057.20","2,849.51",confirmed
104,27/11/2025,30/11/2025,2,#REF!,RACK,"5,319.90",#REF!,616.23,"3,888.88",confirmed
105,15/12/2025,16/12/2025,4,#REF!,RACK,"3,696.70",#REF!,"1,183.78","4,249.16",confirmed
106,14/12/2025,19/12/2025,3,#REF!,FLASH,0.00,#REF!,0.00,43.24,cancelled
107,18/11/2025,23/11/2025,4,#REF!,PROMO20,"5,391.90",#REF!,"3,342.76","2,434.67",confirmed
108,12/10/2025,16/10/2025,3,#REF!,CORP,"4,237.00",#REF!,7.89,775.72,confirmed
109,16/12/2025,18/12/2025,3,#REF!,CORP,"3,236.40",#REF!,0.00,"2,890.88",confirmed
110,17/11/2025,19/11/2025,1,#REF!,PROMO20,0.00,#REF!,44.68,150.14,cancelled
111,24/11/2025,29/11/2025,4,#REF!,PROMO10,"7,087.60",#REF!,704.01,851.77,confirmed
112,2/10/2025,5/10/2025,1,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
113,10/11/2025,14/11/2025,4,#REF!,PROMO20,"4,158.70",#REF!,388.61,"3,758.02",confirmed
114,31/10/2025,1/11/2025,1,#REF!,CORP,"5,553.60",#REF!,0.00,793.51,confirmed
115,2/10/2025,6/10/2025,3,#REF!,FLASH,0.00,#REF!,43.09,0.00,cancelled
116,1/11/2025,6/11/2025,4,#REF!,FLASH,"3,999.10",#REF!,822.22,"3,344.99",confirmed
117,18/12/2025,23/12/2025,2,#REF!,PROMO10,0.00,#REF!,0.00,11.13,cancelled
118,9/10/2025,11/10/2025,3,#REF!,PROMO20,0.00,#REF!,23.50,48.08,cancelled
119,10/10/2025,11/10/2025,2,#REF!,PROMO10,0.00,#REF!,22.65,0.00,cancelled
120,9/11/2025,14/11/2025,2,#REF!,RACK,"4,713.00",#REF!,863.67,"1,763.06",confirmed
121,14/12/2025,18/12/2025,4,#REF!,CORP,"4,738.00",#REF!,29.86,"2,370.14",confirmed
122,13/12/2025,16/12/2025,4,#REF!,RACK,"3,128.30",#REF!,990.49,"2,863.29",confirmed
123,22/12/2025,24/12/2025,1,#REF!,FLASH,0.00,#REF!,37.58,49.01,cancelled
124,24/11/2025,25/11/2025,1,#REF!,CORP,0.00,#REF!,12.51,23.48,cancelled
125,4/11/2025,7/11/2025,2,#REF!,CORP,"7,471.10",#REF!,0.00,"8,160.62",confirmed
126,20/12/2025,21/12/2025,3,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
127,25/11/2025,30/11/2025,1,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
128,6/11/2025,10/11/2025,4,#REF!,PROMO10,"6,024.20",#REF!,354.26,"3,601.71",confirmed
129,7/10/2025,10/10/2025,1,#REF!,FLASH,"5,690.00",#REF!,0.85,"4,525.38",confirmed
130,19/12/2025,20/12/2025,2,#REF!,PROMO20,0.00,#REF!,11.65,58.58,cancelled
131,10/10/2025,15/10/2025,3,#REF!,FLASH,0.00,#REF!,0.00,0.00,cancelled
132,22/10/2025,25/10/2025,3,#REF!,CORP,0.00,#REF!,30.10,0.00,cancelled
133,31/10/2025,4/11/2025,4,#REF!,FLASH,"3,594.00",#REF!,249.34,"1,331.69",confirmed
134,4/10/2025,9/10/2025,2,#REF!,RACK,"4,126.50",#REF!,"2,096.78","3,852.94",confirmed
135,28/12/2025,31/12/2025,1,#REF!,PROMO20,0.00,#REF!,56.48,0.00,cancelled
136,20/10/2025,25/10/2025,2,#REF!,CORP,"5,695.00",#REF!,0.00,"5,695.53",confirmed
137,4/10/2025,5/10/2025,3,#REF!,PROMO20,"3,530.70",#REF!,248.42,"2,585.51",confirmed
138,13/11/2025,14/11/2025,2,#REF!,PROMO20,0.00,#REF!,12.79,40.40,cancelled
139,16/10/2025,19/10/2025,3,#REF!,RACK,"4,557.60",#REF!,598.78,"3,160.81",confirmed
140,8/10/2025,13/10/2025,1,#REF!,PROMO20,"6,419.40",#REF!,0.00,"4,968.25",confirmed
141,5/10/2025,8/10/2025,1,#REF!,RACK,0.00,#REF!,34.85,137.39,cancelled
142,11/10/2025,12/10/2025,1,#REF!,PROMO10,"5,292.00",#REF!,0.00,"4,303.58",confirmed
143,10/10/2025,11/10/2025,4,#REF!,PROMO20,"5,041.80",#REF!,"1,196.04","3,479.22",confirmed
144,29/10/2025,30/10/2025,1,#REF!,RACK,"5,356.80",#REF!,0.00,"4,776.30",confirmed
145,13/11/2025,16/11/2025,1,#REF!,CORP,"4,230.00",#REF!,0.00,"6,038.87",confirmed
146,3/12/2025,7/12/2025,4,#REF!,PROMO20,"6,960.20",#REF!,"2,851.32","4,276.45",confirmed
147,21/12/2025,23/12/2025,4,#REF!,PROMO20,"4,191.30",#REF!,645.05,"1,760.67",confirmed
148,5/10/2025,9/10/2025,2,#REF!,PROMO10,"7,723.30",#REF!,"1,096.98","4,876.23",confirmed
149,27/12/2025,29/12/2025,1,#REF!,RACK,0.00,#REF!,0.00,120.00,cancelled
150,16/10/2025,21/10/2025,2,#REF!,RACK,"5,233.00",#REF!,"2,330.31","3,567.02",confirmed
151,19/11/2025,23/11/2025,4,#REF!,PROMO10,0.00,#REF!,0.00,40.58,cancelled
152,13/12/2025,14/12/2025,1,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
153,5/10/2025,6/10/2025,3,#REF!,RACK,"4,983.30",#REF!,389.14,"4,342.11",confirmed
154,1/10/2025,4/10/2025,4,#REF!,RACK,0.00,#REF!,0.00,190.56,cancelled
155,18/12/2025,20/12/2025,4,#REF!,CORP,"4,938.00",#REF!,0.00,"4,050.77",confirmed
156,14/11/2025,16/11/2025,1,#REF!,PROMO20,"5,258.50",#REF!,19.45,709.05,confirmed
157,9/11/2025,14/11/2025,2,#REF!,RACK,"3,195.00",#REF!,647.40,"1,618.16",confirmed
158,27/10/2025,1/11/2025,2,#REF!,FLASH,"4,997.70",#REF!,628.37,"4,605.28",confirmed
159,26/12/2025,28/12/2025,4,#REF!,FLASH,0.00,#REF!,0.00,0.00,cancelled
160,23/10/2025,24/10/2025,3,#REF!,PROMO20,"5,631.00",#REF!,"1,167.29","4,582.57",confirmed
161,28/10/2025,31/10/2025,2,#REF!,CORP,"2,713.90",#REF!,0.00,"3,724.91",confirmed
162,20/12/2025,25/12/2025,1,#REF!,RACK,"2,720.90",#REF!,0.00,"3,814.85",confirmed
163,22/11/2025,25/11/2025,2,#REF!,CORP,0.00,#REF!,0.30,44.97,cancelled
164,25/10/2025,29/10/2025,2,#REF!,CORP,"4,707.90",#REF!,36.93,"4,191.93",confirmed
165,10/10/2025,14/10/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,140.14,cancelled
166,23/11/2025,24/11/2025,4,#REF!,PROMO20,0.00,#REF!,2.66,64.91,cancelled
167,9/10/2025,10/10/2025,4,#REF!,PROMO20,"4,836.00",#REF!,596.66,847.42,confirmed
168,24/10/2025,27/10/2025,2,#REF!,RACK,"4,752.90",#REF!,500.51,913.49,confirmed
169,6/12/2025,8/12/2025,2,#REF!,FLASH,0.00,#REF!,0.00,39.72,cancelled
170,18/11/2025,23/11/2025,4,#REF!,FLASH,"7,376.20",#REF!,"3,098.02","3,394.53",confirmed
171,25/10/2025,28/10/2025,1,#REF!,CORP,0.00,#REF!,0.00,161.51,cancelled
172,5/11/2025,7/11/2025,2,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
173,25/11/2025,28/11/2025,2,#REF!,FLASH,"5,066.10",#REF!,"1,706.94","2,431.52",confirmed
174,5/12/2025,9/12/2025,1,#REF!,FLASH,0.00,#REF!,27.91,23.00,cancelled
175,21/11/2025,25/11/2025,2,#REF!,PROMO20,0.00,#REF!,34.36,0.00,cancelled
176,27/12/2025,1/1/2026,1,#REF!,RACK,"3,404.10",#REF!,17.21,"3,698.34",confirmed
177,25/11/2025,26/11/2025,4,#REF!,PROMO20,"2,694.30",#REF!,860.10,"4,007.57",confirmed
178,11/10/2025,12/10/2025,1,#REF!,PROMO20,"4,617.00",#REF!,0.00,"5,142.66",confirmed
179,12/10/2025,14/10/2025,3,#REF!,FLASH,"4,856.00",#REF!,"1,011.82","3,943.44",confirmed
180,7/10/2025,10/10/2025,2,#REF!,CORP,"3,957.10",#REF!,67.55,"4,466.46",confirmed
181,2/11/2025,4/11/2025,4,#REF!,CORP,"4,744.00",#REF!,0.00,934.98,confirmed
182,24/11/2025,27/11/2025,1,#REF!,RACK,0.00,#REF!,25.09,0.00,cancelled
183,27/11/2025,29/11/2025,2,#REF!,CORP,"4,307.40",#REF!,0.00,"2,255.72",confirmed
184,26/12/2025,28/12/2025,4,#REF!,FLASH,0.00,#REF!,0.00,120.30,cancelled
185,4/11/2025,6/11/2025,1,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
186,24/11/2025,26/11/2025,4,#REF!,PROMO20,"3,523.00",#REF!,852.20,"1,264.74",confirmed
187,12/12/2025,13/12/2025,3,#REF!,RACK,0.00,#REF!,0.00,243.87,cancelled
188,20/12/2025,21/12/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
189,15/12/2025,20/12/2025,1,#REF!,CORP,0.00,#REF!,22.89,79.93,cancelled
190,15/12/2025,18/12/2025,1,#REF!,RACK,"3,492.30",#REF!,0.00,"4,877.35",confirmed
191,25/10/2025,27/10/2025,2,#REF!,PROMO10,"5,294.00",#REF!,998.56,"6,022.28",confirmed
192,22/10/2025,25/10/2025,3,#REF!,PROMO20,"5,440.50",#REF!,"3,392.88","2,494.16",confirmed
193,16/11/2025,19/11/2025,4,#REF!,PROMO20,0.00,#REF!,0.00,26.82,cancelled
194,31/10/2025,3/11/2025,4,#REF!,CORP,"3,974.40",#REF!,0.00,"3,597.72",confirmed
